"","x"
"(Intercept)",-0.25398290205745
"sex",0.00230009880182126
"age1",-0.000940138272923254
"age2",6.05566801608002e-06
"age3",-2.30866807308039e-08
"sector",0.0228382301683208
"inc",0.113898881231156
