"","x"
"(Intercept)",-0.186646397184642
"sex",0.0032498869785779
"age1",-0.000823686051680936
"age2",1.08381456536268e-05
"age3",-8.59404983824405e-08
"sector",0.00601589219497502
"inc",0.0661571251934547
