"","x"
"(Intercept)",-0.163564941825831
"sex",0.00190920118686829
"age1",-0.000212546757903882
"age2",1.87236401966893e-07
"age3",-1.13592924063573e-08
"sector",0.058389565845563
"inc",0.0516596927242066
