"","x"
"(Intercept)",-0.554488757308581
"sex",0.00102119865889773
"age1",-0.00462679326538038
"age2",5.47946635532216e-05
"age3",-2.39659075916295e-07
"sector",-0.0863212060348812
"inc",0.302938242092808
